제품명,효능
원비디(수출용),"간기능 보조 및 개선, 자양강장, 허약체질 보조 및 개선, 피로회복"
원비디골드액,"○ 다음경우의 비타민 (B2, B6)의 보급 -육체피로 -임신·수유기 -병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 ○ 자양강장"
원비디액(대만수출용),"자양강장, 허약체질 보조 및 개선, 피로회복"
원비디액(중국수출용),"간기능 보조 및 개선, 자양강장, 허약체질 보조 및 개선, 피로회복"
원비레드액,"○ 다음경우의 비타민 B2, B6의 보급 - 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 ○ 자양강장"
원스아이점안액1%(카르복시메틸셀룰로오스나트륨)(1회용),"눈의 건조 또는 바람·태양에 노출되어 생기는 화끈거리는 증상, 자극감, 불쾌감의 일시적 완화"
원스타민정,- 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다.
원쌍탕노즈액,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
원쌍탕코프액,"감기의 제증상(여러증상)(인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
원알파정(알파칼시돌),"- 만성신부전, 부갑상선기능저하증, 비타민 D 저항성 구루병·골연화증"
원앤데이후레쉬점안액(1회용),"눈의 피로, 눈물의 보조(눈의 건조), 하드콘택트렌즈 또는 소프트렌즈 착용시 불쾌감, 눈의 침침함.(눈곱이 많을 때 등)"
원케어네일라카(시클로피록스),"조갑진균증(손발톱진균증) (손, 발톱무좀)"
원콜드노즈시럽,"감기의 제증상(콧물, 코막힘, 재채기, 인후[목구멍]통, 가래, 오한[춥고 떨리는 증상], 발열, 두통, 관절통, 근육통)의 완화"
원콜드시럽,"감기의 제증상(콧물, 코막힘, 재채기, 인후[목구멍]통, 기침, 가래, 오한[춥고 떨리는 증상], 발열, 두통, 관절통, 근육통)의 완화"
원콜드올코프액,"기침, 가래, 천식"
원콜드코프시럽,"감기의 제증상(인후[목구멍]통, 기침, 가래, 오한[춥고 떨리는 증상], 발열, 두통, 관절통, 근육통)의 완화"
원타민정,"○ 다음 경우의 비타민 E, B1, B2, B6, C의 보급 - 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. ㆍ다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) ㆍ각기 ㆍ눈의피로"
원타임프레쉬옵티브점안액(수출용),"눈의 건조 또는 바람·태양에 의한 화끈거리는 증상, 자극감, 불쾌감의 일시적 완화. 눈의 자극감 예방"
"원타임프레쉬점안액(카르복시메틸셀룰로오스나트륨)(1회용), 원타임프레쉬점안액(카르복시메틸셀룰로오스나트륨)","안구건조증이나 바람 ㆍ 태양에 노출되어 생기는 화끈거리는 증상, 자극감, 불쾌감을 일시적으로 완화시킴, 안구 자극감을 예방하기 위하여 사용할 수 있다."
원타제정,"다음 질환 및 증상의 염증성 부종의 완화 : 수술 및 외상후, 유즙울체"
원펜정,"1) 두통, 치통, 발치(이를 뽑음)후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨결림, 어깨통증), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상(상처)통의 진통 2) 오한(춥고 떨리는 증상), 발열시의 해열"
원폴정(폴산),"소모성 질환, 임부 및 수유부 1) 영양결핍성빈혈, 임신성빈혈, 소아빈혈 2) 항전간제 투여로 인한 빈혈"
원프레쉬점안액1%(카르복시메틸셀룰로오스나트륨)(1회용),"눈의 건조 또는 바람·태양에 노출되어 생기는 화끈거리는 증상, 자극감, 불쾌감의 일시적 완화"
웰다운비정,"감기의 제증상(인후[목구멍]통, 기침, 가래, 오한[춥고 떨리는 증상], 발열, 두통, 관절통, 근육통)의 완화"
웰다운에스정,"감기의 제증상 (인후[목구멍]통, 기침, 가래, 오한 [춥고 떨리는 증상], 발열, 두통, 관절통, 근육통)의 완화"
웰러드연질캡슐,"비만증, 당뇨성ㆍ본태성 고콜레스테롤혈증에 의한 지질대사 개선"
웰리드연질캡슐,"- 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시, 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. - 어깨ㆍ목결림, 수족(손발)저림ㆍ수족냉증(손발이 차가움)"
웰먼트실버비타정,"○ 다음 경우의 비타민 D, E, B1, B2, B6, C의 보급 - 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. ᠊ 뼈, 이의 발육불량 ᠊ 구루병의 예방 ᠊ 각기ㆍ눈의 피로 ᠊ 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염 (입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ○ 아연의 보급 ○ 셀레늄의 보급"
웰먼트실버정,"○ 다음 경우의 비타민 D, E, B1, B2, B6, C의 보급 - 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. ᠊ 비타민D(콜레칼시페롤) ᠊ 뼈, 이의 발육불량 ᠊ 구루병의 예방 ᠊ 비타민B1(벤포티아민) ᠊ 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등) ᠊ 각기ㆍ눈의 피로 ᠊ 비타민B2(리보플라빈) ᠊ 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ○ 아연의 보급"
웰빙멀티비타연질캡슐,"- 육체피로 - 임신‧수유기 - 병중‧병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상) - 뼈, 이의 발육불량 - 구루병의 예방"
웰스글루치온정(글루타티온(환원형)),약물중독
웰스카인크림(리도카인),남성 성기 촉각의 예민성 감소
웰타민연질캡슐,"- 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능,효과는 다음과 같다"
위나시드정,"위통, 속쓰림, 소화불량, 구역"
위대원정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림"
위더스염산암브록솔정,"(정제)(캡슐제)(시럽제)(흡입제) 점액분비장애로 인한 다음의 급·만성 호흡기질환 : 급·만성기관지염, 천식성기관지염"
위더스트리메부틴정200mg(트리메부틴말레산염)(수출용),"1) 식도역류 및 열공헤르니아, 위·십이지장염, 위·십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량, 구역, 구토) 2) 과민성대장증후군 및 경련성 결장 3) 소아 질환 : 습관성 구토, 비감염성 장관통과장애(변비, 설사), 동요자극, 수면장애"
위돈케어액,"식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함, 구역, 구토"
위드원엘과립,"◎ 변비 ◎ 변비에 동반하는 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내 이상발효, 치질"
위드코프연질캡슐,"감기의 제증상(인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
위드콜드연질캡슐,"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
위라인정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
위메부틴정150밀리그램(트리메부틴말레산염),1. 주효능·효과
위모닝정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림"
위모티콘정(파모티딘),"위산과다, 속쓰림, 신트림"
위소탄-에프정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림"
위소탈정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위속엔정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위스날정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감."
위스콘더블액션현탁액,"다음의 위식도 역류의 증상 개선 : ○ 산 역류 ○ 속쓰림 ○ 위 내용물의 역류로 인한 소화불량 (예를 들어 식사 후, 임신 중, 역류성 식도염과 동반하는 경우의)"
위스타산,"과음, 속쓰림, 위트림, 과식, 위통, 위부불쾌감, 소화불량, 소화촉진, 식욕부진, 위약, 위산과다, 위ㆍ복부(배부분)팽만감, 구역질(위의 메스꺼림, 숙취, 술을 마신 후의 구역질, 오심), 구토, 가슴앓이, 트림, 위의 무거움."
위싱유정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 식욕감퇴(식욕부진), 소화불량, 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위쏙정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위아제정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
위앤정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림"
위앤탁더블액션현탁액,"다음의 위식도 역류의 증상 개선 : ○ 산 역류 ○ 속쓰림 ○ 위 내용물의 역류로 인한 소화불량 (예를 들어 식사 후, 임신 중, 역류성 식도염과 동반하는 경우의)"
위앤프레쉬정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위엔부틴정(트리메부틴말레산염),"1) 식도역류 및 열공헤르니아, 위 십이지장염, 위 십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량, 구역, 구토) 2) 과민성대장증후군 및 경련성 결장 3) 소아 질환 : 습관성 구토, 비감염성 장관통과장애 (변비, 설사)"
위엔스탈정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위엔싹에프정(파모티딘),"위산과다, 속쓰림, 신트림"
위엔자임듀얼정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
위엔자임유디정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
위엔자임정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
위엔젤더블액션현탁액,"다음의 위식도 역류의 증상 개선 : ○ 산 역류 ○ 속쓰림 ○ 위 내용물의 역류로 인한 소화불량 (예를 들어 식사 후, 임신 중, 역류성 식도염과 동반하는 경우의)"
위엔젤정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
위엔탁정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 식욕감퇴(식욕부진), 소화불량, 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위엔탈정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위엔탑정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위자임정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
위제로무당액,"식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함, 구역, 구토"
위제로알파정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위제로에스정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위제로정,"소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감, 위산과다, 속쓰림, 위부불쾌감, 체함, 구역, 구토, 위통, 신트림"
위크린정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림"
위크린피에이15액(과아세트산액),의료기구의 멸균 및 소독
위크린피에이액(고농도아세트산평형혼합물),의료기구의 멸균 및 소독 (열에 민감한 내시경 포함)
위클린정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부(상복부)팽만감"
위트리정150밀리그램(트리메부틴말레산염),"1) 식도역류 및 열공헤르니아,위·십이지장염, 위·십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토) 2) 과민성대장증후군 및 경련성 결장 3) 소아 질환 : 습관성 구토, 비감염성 장관통과장애 (변비, 설사)"
위트리코정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
위편정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 식욕감퇴(식욕부진), 소화불량, 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위푸린산,"과음, 속쓰림, 위트림, 과식, 위통, 위부불쾌감, 소화불량, 소화촉진, 식욕부진, 위약, 위산과다, 위·복부(상복부·배부분)팽만감, 구역질(위의 메스꺼림, 숙취, 술을 마신 후의 구역질, 오심(구역)), 구토, 가슴앓이, 트림, 위의 무거움"
위푸린에스산,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 식욕감퇴(식욕부진), 소화불량, 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
위풀산,"과음, 속쓰림, 위트림, 과식, 위통, 위부불쾌감, 소화불량, 소화촉진, 식욕부진, 위약, 위산과다, 위·복부팽만감, 구역질(위의 메스꺼림, 숙취, 술을 마신 후의 구역질, 오심), 구토, 가슴앓이, 트림, 위의 무거움."
위플랜정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부(상복부)팽만감"
위피스정(파모티딘),"위산과다, 속쓰림, 신트림"
윈다졸정(알벤다졸),"회충, 요충, 십이지장충, 편충, 아메리카 구충, 분선충의 감염 및 이들 혼합감염의 치료"
윈스틴연질캡슐,- 노년기 - 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다.
윈콜드연질캡슐,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
윈콜드코연질캡슐,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
윈콜드코프연질캡슐,"감기의 제증상(여러 증상)(인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
윈탈정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
윌로겔더블액션현탁액,"다음의 위식도 역류의 증상 개선 : ○ 산 역류 ○ 속쓰림 ○ 위 내용물의 역류로 인한 소화불량 (예를 들어 식사 후, 임신 중, 역류성 식도염과 동반하는 경우의)"
윌파워포커스액(L-아스파르트산-L-아르기닌수화물),- 정신적·신체적 기능무력 증상의 보조요법 - 회복기간(아미노산 결핍상태) 동안의 보조요법
유그린에프연고(요소),"진행성 지장각피증(주부습진의 건조형), 손·발바닥 각피증, 어린선(魚鱗蘚), 노인성 건피증, 모공성태선, 아토피 피부"
유그린크림(요소),"진행성 지장각피증(주부습진의 건조형), 손ㆍ발바닥 각피증, 어린선(魚鱗蘚), 노인성 건피증, 모공성 태선, 아토피피부"
유니도스캡슐(에르도스테인),급ㆍ만성 호흡기질환에서의 점액용해 및 거담
유니몬연질캡슐(수출명 : UNIMONE Softcapsule)(수출용),"육체적·정신적 노화현상, 기능무력, 말초혈관순환장애"
"유니비트연질캡슐(비타민E)(수출용)(수출명:Univit-Esoftcapsules,Kupunivit-ES.caps.,HomtaminE.S.Caps.)","1)비타민E의 결핍증 2)말초순환기능 장애및 갱년기 시 다음 증상의 완화 -어깨, 목결림, 수족저림수족냉증, 간헐성 파행증, 동상등"
유니쎈타액,"자양강장, 허약체질, 육체피로, 병후의 체력저하, 식욕부진, 영양장애, 발열성ㆍ소모성 질환"
유니온메페남산정500mg(수출용),"-두통, 치통, 요통, 골관절염(퇴행성 관절질환) 외상후, 수술후, 분만후 염증 및 동통, 부비동염에 수반하는 동통, 월경통"
유니온비타민E연질캡슐(수출용),"- 어깨ㆍ 목 결림, 수족저림ㆍ 수족냉증, 간헐성 파행증, 동상 등"
유니온아스피린장용정,"1) 다음 질환에서 혈전 생성 억제 · 심근경색 · 뇌경색 · 불안정형 협심증 2) 관상동맥 우회술(CABG) 또는 경피경관 관상동맥 성형술(PTCA) 후 혈전 생성 억제 3) 고위험군환자(허혈성 심장질환의 가족력, 고혈압, 고콜레스테롤혈증, 비만, 당뇨 등 복합적 위험인자를 가진 환자)에서 심혈관계 위험성 감소"
"유니온암브록솔정(암브록솔염산염)(수출명:Unibraxol Tab., Broxol Tab.)","점액분비장애로 인한 다음의 급·만성 호흡기질환 : 급·만성기관지염, 천식성기관지염"
유니온염산브롬헥신정(수출용),"다음 질환에서의 객담배출곤란 : 급·만성기관지염, 폐결핵, 진폐증, 수술후, 기관지확장증 1) 다음 질환에서의 객담배출곤란 : 2) 기관지조영후 조영제의 배출촉진"
유니온이부프로펜정200mg(수출용),"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)"
유니자임정,"소화성 궤양에 따른 증상의 개선 : 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량"
유니클린액(염화알루미늄),"겨드랑이, 손, 발의 다한증(땀 과다증)"
유니타민진생연질캅셀(베트남수출용)(수출명: 유니비타진연질캅셀),"허약체질, 식욕부진, 영양불량, 소모성 질환, 육체피로, 임신·수유기, 발육기 및 노년기 자양강장, 피로회복"
유니탁정,"위통, 속쓰림, 소화불량, 구역"
유니텐점안액(케토티펜푸마르산염),알러지성 결막염
유니티어즈점안액(1회용),눈물 분비 부족 및 점액부족에 의한 눈의 건조
유니파라긴산(엘-아스파라긴산-엘-오르니친)(수출용),"다음의 중증의 간질환 해독의 보조 치료 : 간경변, 만성간염"
유니파스(수출용),"진통·소염 : 염좌, 타박, 근육통, 관절통, 골절통, 요통, 견통, 신경통, 류마티통"
유니펙탄캡슐(에르도스테인),급ㆍ만성 호흡기질환에서의 점액용해 및 거담
유닉신정(클로닉신리시네이트),"(정제) 다음의 경증 또는 중등도 통증의 완화 : 근육통, 신경통, 외상후 및 수술후 통증, 두통, 치통, 귀통증"
유데세연질캡슐(수출용)(수출명:UDESE Softcap),"간기능 장애에 의한 전신권태, 소화불량, 식욕부진, 육체피로"
유디씨정(우르소데스옥시콜린산)(수출용),담석증
유디카정300밀리그램(우르소데옥시콜산)(수출용),원발 쓸개관 간경화증(Primary Biliary Cirrhosis : PBC)의 간기능 개선
"유디카플러스연질캡슐(수출용)
(① UDCA-Plus soft cap. ② ULDESO soft cap. ③ ULDESO-Plus soft cap.)","육체피로, 병중병후, 위장장애, 영양장애, 발열성소모성질환, 임신수유기의 영양보급, 자양강장, 허약체질"
유라덤크림(우레아),"진행성 지장 각피증(주부 습진의 건조형), 손ㆍ발바닥 각피증, 어린선, 노인성 건피증(피부건조증), 모공성 태선, 아토피 피부"
유라케어로션,"가려움을 수반하는 건조성 피부(노인 및 성인의 건피증(피부건조증), 소아의 건조성 피부)"
유락신연고(크로타미톤),"(로오숀제) 옴, 피부가려움 (연고제) 피부가려움"
유란탁정75밀리그램(라니티딘염산염),"위산과다, 속쓰림, 신트림"
유리세이트정(카제인가수분해물)(수출용),"자양강장, 허약체질, 육체피로, 병중ㆍ병후, 발열성, 소모성질환, 임신, 수유기 등의 영양보급"
유리카에스정,"감기의 제증상(여러증상)(인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
유린샷캡슐,전립선비대에 의한 배뇨(소변을 눔)곤란 · 잔뇨 및 잔뇨감 · 빈뇨
유린쿨캡슐,전립선비대에 의한 배뇨(소변을 눔)곤란 · 잔뇨 및 잔뇨감 · 빈뇨
유린타민캡슐,전립선비대에 의한 배뇨곤란 ㆍ 잔뇨 및 잔뇨감 ㆍ 빈뇨
유미오틴정(비오틴),비오틴 결핍으로 인한 손·발톱 또는 모발 성장 장애
유비센정,"ㆍ변비 ㆍ변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
유비텐정(수출용),"경도의 심장질환에 의해 다소 과도한 신체활동으로 나타내는 다음 증상의 완화 : 동계, 숨이 참, 부종"
유스카인크림(리도카인),남성 성기 촉각의 예민성 감소
유스테인캡슐(에르도스테인),급ㆍ만성 호흡기질환에서의 점액용해 및 거담
유실드더블액션현탁액,"다음의 위식도 역류의 증상 개선 : ○ 산 역류 ○ 속쓰림 ○ 위 내용물의 역류로 인한 소화불량 (예를 들어 식사 후, 임신 중, 역류성 식도염과 동반하는 경우의)"
유앤아이프레쉬점안액(카르복시메틸셀룰로오스나트륨)(1회용),"안구건조증(눈마름증)이나 바람ㆍ태양에 노출되어 생기는 화끈거리는 증상, 자극감, 불쾌감을 일시적으로 완화시킴, 안구 자극감을 예방하기 위하여 사용할 수 있다."
유에츄데이앤나이트연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
유영아스피린장용정100mg,"1) 다음 질환에서 혈전 생성 억제 · 심근경색 · 뇌경색 · 불안정형 협심증 2) 관상동맥 우회술(CABG) 또는 경피경관 관상동맥 성형술(PTCA) 후 혈전 생성 억제 3) 고위험군환자(허혈성 심장질환의 가족력, 고혈압, 고콜레스테롤혈증, 비만, 당뇨 등 복합적 위험인자를 가진 환자)에서 심혈관계 위험성 감소"
유원스외용액(테르비나핀염산염),"Trichophyton (T. rubrum, T. mentagrophytes, T. verrucosum, T. violaceum), Microsporum canis 및 Epidermophyton floccosum과 같은 피부사상균에 의한 피부감염증 : 족부백선(발백선증, 무좀)(15세 이상의 청소년 및 성인에 한함)"
유유바로스탑플라스타(펠비낙),"다음 질환 및 증상의 진통·소염(항염) : 퇴행성관절염(골(뼈)관절염), 어깨관절주위염, 건(힘줄)·건초염(힘줄윤활막염), 건(힘줄)주위염, 상완골(위팔뼈)상과염(테니스 엘보우 등), 근육통, 외상후의 종창(부기)·동통(통증)"
유유테란캡슐(아세틸시스테인)," 다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
유카인크림(리도카인),남성 성기 촉각의 예민성 감소
유코빅포르테정,"ｏ 다음경우의 비타민 A, D, E, B1, B2, B6, C 의 보급 ｏ 이 약에 함유된 비타민 등의 효능 · 효과는 다음과 같다. ｏ 철 결핍성 빈혈의 예방 및 치료 ｏ 아연의 보급"
유클리어톡외용액(살리실산),여드름 치료
유트리겔(티로트리신),"(겔제) 티로트리신 감수성 균에 감염된 외상(예, 찰과상), 곪은 피부감염의 개선"
유펜정(수출용),"두통, 치통, 발치후 동통, 인후통, 귀의 통증, 관절통, 신경통, 요통, 근육통, 견통, 타박통, 골절통, 월경통(생리통), 외상통의 진통, 오한, 발열시의 해열"
유한메페남산캅셀250밀리그람(수출용),"두통, 치통, 요통, 골관절염(퇴행성 관절질환), 외상후.수술후.분만후 염증 및 동통, 부비동염에 수반하는 동통, 월경통 유.소아의 급성기도 감염증의 해열"
유한비타민씨디정,"○ 다음경우의 비타민 C, D의 보급 - 육체피로, 임신∙수유기, 병중∙병후(병을 앓는 동안이나 회복 후)의 체력저하시, 발육기, 노년기 - 이 약에 함유된 비타민 등의 효능∙효과는 다음과 같다. • 비타민C(아스코르브산과립97%) : 햇빛∙피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈∙비출혈(코피) 예방 • 비타민D(농축콜레칼시페롤산) : 뼈, 이의 발육불량, 구루병의 예방"
유한비타민씨정1000mg,"1) 임신·수유기 및 병중 병후(병을 앓는 동안이나 회복 후)의 체력저하 2) 육체피로 1) 잇몸출혈, 비출혈(코피), 혈뇨 등의 모세관출혈 2) 햇빛·피부병 등에 의한 색소침착(기미, 주근깨) 3) 흡수불량"
유한아세트아미노펜연질캡슐,"1. 주효능·효과 감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 2. 다음 질환에도 사용할 수 있다. 치통, 관절통, 류마티양 동통(통증)"
유한아세트아미노펜정500밀리그램,"1. 주효능·효과 감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 2. 다음 질환에도 사용할 수 있다. 치통, 관절통, 류마티양 동통(통증)"
유한아스피린장용정(아스피린),"1) 다음 질환에서 혈전 생성 억제 · 심근경색 · 뇌경색 · 불안정형 협심증 2) 관상동맥 우회술(CABG) 또는 경피경관 관상동맥 성형술(PTCA) 후 혈전 생성 억제 3) 고위험군환자(허혈성 심장질환의 가족력, 고혈압, 고콜레스테롤혈증, 비만, 당뇨 등 복합적 위험인자를 가진 환자)에서 심혈관계 위험성 감소"
유한이브펜연질캡슐,"1. 두통, 치통, 발치후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨결림), 타박통, 골절통, 염좌통(삠통증), 월경통(생리통), 외상통의 진통 2. 오한(춥고 떨리는 증상), 발열시의 해열"
유한이지케어네일라카(시클로피록스),"조갑진균증 (손, 발톱무좀)"
